1151	Bacteria	Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	
1152	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimos
1153	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
1154	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
1155	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus
1156	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
1157	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
1158	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira
1159	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
1160	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	
1161	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
1162	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Allobaculum
1163	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
1164	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus
1165	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	
1166	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	
1167	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
1168	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	
1169	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
1170	Bacteria	Cyanobacteria	4C0d-2	YS2		
1171	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
1172	Bacteria	Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	
1173	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
1174	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
1175	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella
1176	Bacteria	Firmicutes	Clostridia	Clostridiales		
1177	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	
1178	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
1179	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
1180	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
1181	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
1182	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	
1183	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
1184	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira
1185	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	
1186	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Aerotruncus
1187	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	
1188	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	
1189	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
1190	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
1191	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	
1192	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
1193	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus
1194	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	
1195	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	
